question_id,question,correct_answer,devstral,nemotron-nano,mistral-675b,ministral-14b,gemma-3-27b-it,gemma-3-4B-T1-it,gemma-3-4b-it,phi-4,gemma-3-taide-12b-chat,llama-3.2-3B-f1-instruct,gpt-oss-20b-mandarin-thinking,gpt-oss-120b-mandarin-thinking,Llama-3.1-Taiwan-8B-Instruct,Llama-3-Taiwan-70B-Instruct,Llama-Breeze2-8B-Instruct,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,Llama-3.3-70B-Instruct,Gemma-3-12b-it
1295,"The trigger to initiate the contractile process in skeletal muscle is:
subject: college_medicine
A: ATP binding to the myosin cross bridges.
B: calcium binding to troponin.
C: calcium binding to tropomyosin.
D: potassium binding to myosin.",B,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1296,"The sarcoplasmic reticulum in muscle cells acts as a:
subject: college_medicine
A: store of calcium ions.
B: store of sodium ions.
C: store of lipid.
D: store of digestive enzymes.",A,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,"Alterations in which neurotransmitters in the brain by pharmacological agents has been shown to influence fatigue development?
subject: college_medicine
A: Dopamine and acetyl choline.
B: Glutamate and serotonin.
C: Dopamine and serotonin.
D: Acetyl choline and noradrenaline.",C,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1298,"Oxygen is used:
subject: college_medicine
A: in glycogenolysis.
B: in glycolysis.
C: in the tricarboxylic acid cycle (Krebs' cycle).
D: in the conversion of fatty acids to acetyl CoA.",D,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299,"Mutations are errors in DNA that:
subject: college_medicine
A: occur spontaneously at a low rate.
B: only occur in the presence of carcinogens.
C: increase tumour growth.
D: are always harmful.",A,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1300,"The enzymes of glycolysis are located in the:
subject: college_medicine
A: mitochondrion.
B: nucleus.
C: lysosomes.
D: cytoplasm.",D,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1301,"Rational choice theory is premised on the concept that actions are chosen based on the benefit to the individual. The three main assumptions of rational theory are completeness, transitivity, and independence of variables. This is most accurately described as what kind of system?
subject: college_medicine
A: Oligarchic
B: Patriarchal
C: Matriarchal
D: Hierarchical",D,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1302,"Which products of ADP degradation increase in concentration in the blood during multiple sprint sports?
subject: college_medicine
A: Ammonia, hypoxanthine and uric acid.
B: Ammonia, urea and creatine.
C: Ammonia, urea and uric acid.
D: Ammonia, urea and creatinine.",A,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1303,"The rate limiting enzyme of glycolysis is:
subject: college_medicine
A: hexokinase.
B: phosphofructokinase.
C: pyruvate dehydrogenase.
D: phosphorylase.",B,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1304,"A fundamental cause of fatigue in high intensity exercise is:
subject: college_medicine
A: a fall in the cell concentration of ADP.
B: lack of skill.
C: inhibition of ATP production.
D: failure of the ATP supply to match the demand.",D,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1305,"The rate of blood lactate accumulation is determined by:
subject: college_medicine
A: the difference between the rate of lactate appearance and the rate of lactate clearance.
B: the rate of anaerobic glycolysis.
C: the rate of muscle glucose uptake.
D: the rate of muscle lactate production and the rate of muscle lactate efflux.",A,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1306,"Type I muscle fibres have the following characteristics:
subject: college_medicine
A: red, oxidative, slow contracting.
B: white, oxidative, slow contracting.
C: red, oxidative, fast contracting.
D: white, glycolytic, slow contracting.",A,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1307,"If a gas occupies 0.1L at 200atm, what will its volume be at 1atm?
subject: college_medicine
A: slightly less than 20L
B: 20L
C: slightly more than 20L
D: 2000L",A,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1308,"Assuming the circulatory system in humans obeys Bernoulli’s principle of fluid dynamics, which of the statements most accurately compares the blood pressure in a capillary of the neck to a capillary with an equal crosssectional area in the right knee?
subject: college_medicine
A: The pressure in the neck is greater than the pressure in the knee because of the increase in pressure head
B: The pressure in the neck is equal to the pressure in the knee because of the equal dynamic pressure according to the continuity equation
C: The pressure in the knee is greater than the pressure in the neck because of the increase in pressure head
D: An accurate comparison cannot be given without knowledge of the fluid’s density and viscosity",C,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1309,"Sodium bicarbonate ingestion improves middle distance running performance by:
subject: college_medicine
A: elevating the pre-exercise muscle pH.
B: reducing the pH and buffering capacity of the extracellular fluid allowing a faster efflux of hydrogen ions from muscle.
C: elevating the pH and buffering capacity of the extracellular fluid allowing a faster influx of hydrogen ions into muscle.
D: elevating the pH and buffering capacity of the extracellular fluid allowing a faster efflux of hydrogen ions from muscle.",D,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1310,"An individual presents to the clinic for initial evaluation and establishment of care. The patient was born 46, XY, but identifies as a female. Her preferred pronouns are She/Her. Additionally, she is sexually active with females only. What would describe the gender and orientation of this individual?
subject: college_medicine
A: Cis-gender, homosexual
B: Transgender, homosexual
C: Cis-gender, heterosexual
D: Transgender, heterosexual",B,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,"Which of the following can act as an intracellular buffer to limit pH changes when the rate of glycolysis is high?
subject: college_medicine
A: Amylase
B: Carnosine
C: Glucose
D: Glutamine",B,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1312,"A team of engineers constructing signal lights for airplanes that they can use to guide them to runways are attempting to determine the brightness needed for the pilot to be able to detect the tower at 1 mile away. They set the light to a test brightness and establish communication with an inbound pilot. When the pilot is 1 mile away from the tower, he says he cannot see the light. In terms of Signal Detection Theory, what would this be called?
subject: college_medicine
A: Hit
B: False alarm
C: Correct rejection
D: Miss",D,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1313,"New York City is home to over 7 million inhabitants from a diverse range of backgrounds. Although the city itself has characteristics, there are several smaller areas, usually congregations of people from the same nationality, who adhere to customs from their prior country of inhabitance. For example, in Little Italy, a small town in the city, it is still customary to greet people with cheek kisses. This is an example of what kind of phenomenon?
subject: college_medicine
A: Culture lag
B: Microculture
C: Counterculture
D: Subculture",D,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1314,"Prosthetic groups are:
subject: college_medicine
A: required by all enzymes in the cell.
B: sites on the enzyme molecule that permit allosteric modification of enzyme activity.
C: loosely bound to enzymes via hydrogen bonds.
D: tightly bound to enzymes and are required for their activity.",D,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1315,"Codons are composed of:
subject: college_medicine
A: triplet sequences of amino acids in polypeptide chains.
B: quadruplet sequences of nucleotide bases in mRNA or DNA.
C: triplet sequences of deoxyribose sugars in DNA.
D: triplet sequences of nucleotide bases in mRNA or DNA .",D,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1316,"In games like soccer the blood lactate concentration:
subject: college_medicine
A: is usually higher at the end of the game than at the end of the first half.
B: increases throughout the course of the game as the players become more fatigued.
C: rarely increases above 3 mM.
D: is usually lower at the end of the game than at the end of the first half.",D,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1317,"All of the following are true regarding the function of neurons EXCEPT:
subject: college_medicine
A: An action potential is initiated when the axon hillock reaches the threshold potential.
B: The flow of sodium into the neuron depolarizes the membrane in the first phase of an action potential.
C: Hyperpolarization at the end of an action potential is one mechanism by which neurons limit the rate at which action potentials may fire.
D: The transmitting neuron secretes neurotransmitters into the synaptic cleft from its dendrites.",D,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1318,"Which of the following is true?
subject: college_medicine
A: Increasing the protein intake above 3 grams per kg body mass per day will stimulate muscle growth and increase strength.
B: Muscle damage is induced by shortening contractions.
C: Amino acid supplements can increase muscle strength and power.
D: Creatine supplements can increase muscle strength and power.",D,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1319,"Which of the following statements is false?
subject: college_medicine
A: Muscle lactate accumulation does not begin until at least 5 seconds of intermittent muscle contractions have taken place.
B: With an increasing number of repeated sprints the rate of accumulation of lactate in muscle declines.
C: Ammonia is produced in repeated high intensity exercise.
D: Muscle phosphocreatine depletion begins in the first few seconds of high intensity exercise.",A,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1320,"The most rapid method to resynthesize ATP during exercise is through:
subject: college_medicine
A: glycogenolysis.
B: phosphocreatine breakdown.
C: glycolysis.
D: tricarboxylic acid cycle (Krebs' cycle).",B,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,"The electron transport chain, which is embedded in the mitochondrial membrane, exists primarily to generate new molecules of ATP for use by the cell. This is accomplished by a positive gradient of H+ ions that are formed outside the membrane which then pass back through a specialized channel known as ATP synthase. The energy created from this phosphorylates an ATP to an ATP, known as oxidative phosphorylation. The mechanism by which H+ returns to the inside of the mitochondria is known as what?
subject: college_medicine
A: Passive diffusion
B: Active transport
C: Endocytosis
D: Passive transport",D,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1322,"Which of the following molecules will stop being produced first when oxygen is no longer supplied to the cell?
subject: college_medicine
A: Oxaloacetate
B: Water
C: Pyruvate
D: Adenosine triphosphate",B,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
1323,"As a result of substance abuse throughout adolescence, a young adult suffers from a number of psychological symptoms reflecting diminished executive functioning. Which of the following are likely true of this patient?
I. Pathological changes to the prefrontal cortex.
II. Increased susceptibility to auditory hallucinations.
III. Reduced behavioral impulse control.
subject: college_medicine
A: II and III only
B: I only
C: III only
D: I and III only",D,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1324,"Glycogen breakdown in muscle initially results in the formation of:
subject: college_medicine
A: glucose-1-phosphate.
B: glucose-6-phosphate.
C: glucose-1,6-diphosphate.
D: glucose.",A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,"A wrestler attempting to lose weight for a match in December commits himself to dropping 30lbs over 2 months. Which of the following is NOT a good method to restrict his caloric intake?
subject: college_medicine
A: Reward himself with a savory meal every Saturday for meeting his calorie goals.
B: Study at a health smoothie store instead of a coffee shop.
C: Hide snack food out of sight within his house.
D: Snap himself with a rubber band when he eats a high calorie snack.",C,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1326,"In an SDS-PAGE procedure, the SDS serves as a detergent. Why are the proteins treated with a detergent before being run through the electrophoresis gel?
subject: college_medicine
A: To allow the electrophoresis to separate the proteins solely on the basis of the length of the primary sequence.
B: To break the intramolecular bonds holding the tertiary and primary structure of the protein together, thereby generating linear fragments that may be sorted on size.
C: To prevent the protein from denaturing so that the electrophoresis can accurately resolve the proteins on the basis of tertiary structure.
D: To coat the proteins with a large positive charge, since amino acid side chains may have positive, negative, or neutral charges, and a large uniform charge is necessary to get good separation in the gel.",A,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1327,"For very high force contractions lasting 1-2 seconds, the initial energy source is from:
subject: college_medicine
A: creatine phosphorylation.
B: phosphocreatine stores.
C: ATP stores.
D: Glycolysis.",C,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,"Which of the following factors does not influence success in sport?
subject: college_medicine
A: Tactics.
B: Ability to tolerate heavy training without succumbing to illness or injury.
C: The diet.
D: Ingestion of carnitine during exercise.",D,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,"The lining of the digestive tract and the respiratory tract develops from which germ layer? I. Endoderm II. Mesoderm III. Ectoderm
subject: college_medicine
A: II only
B: I and II
C: III only
D: I only",D,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1330,"A transmembrane protein being isolated in the laboratory is found to be composed of four different amino acids in varying quantity. They are, in order of frequency, glycine, tyrosine, arginine, and isoleucine. Of these amino acids, which is most likely to be inside the transmembrane domain?
subject: college_medicine
A: Isoleucine
B: Tyrosine
C: Glycine
D: Arginine",A,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1331,"Which of the following nucleotide bases is not found in RNA?
subject: college_medicine
A: Guanine
B: Uracil
C: Adenine
D: Thymine",D,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1332,"Fast-twitch fibres contain:
subject: college_medicine
A: a relatively small number of mitochondria and low ATPase activity.
B: a relatively large number of mitochondria and low ATPase activity.
C: a relatively large number of mitochondria and high ATPase activity.
D: a relatively small number of mitochondria and high ATPase activity.",D,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1333,"The conversion of one molecule of glucose to two molecules of pyruvate results in the net formation of:
subject: college_medicine
A: six molecules of water.
B: two molecules of ATP.
C: thirty-eight molecules of ATP.
D: three molecules of ATP.",B,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1334,"Acute Myeloid Leukemia is a malignant cancer in which myeloid progenitor cells become rapidly dividing and retain their semi-stem cell state. Under normal circumstances, which of the following cell types would arise from this stem cell?
subject: college_medicine
A: Platelet
B: NK cell
C: Lymphoid progenitor
D: T cell",A,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1335,"Lactate and hydrogen ions leave the muscle:
subject: college_medicine
A: via a protein transporter molecule.
B: via a cotransport mechanism with carnosine.
C: by simple diffusion.
D: via an active transport mechanism.",A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1336,"There are five stages of mitosis that must be carried out correctly for a cell to properly divide. Match the stage of mitosis with its proper component:
Prophase — Dissolution of nucleoli
subject: college_medicine
A: Anaphase — Separation of the cytoplasm and organelles
B: Cytokinesis — Separation of sister chromatids to their respective poles
C: Telophase — Formation of the equatorial plate
D: Metaphase — Formation of two distinct nuclear membranes",D,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1337,"A study examined admissions to exceptionally selective colleges. When examining the correlates of admission acceptance, two obvious factors that strongly correlated with admissions were GPA and standardized test scores, with correlation values of +0.41 and +0.55 respectively. However, the study also demonstrated that those students who had social networks that overlapped with the alumni networks of the selective colleges were even more likely to be admitted, with a correlation between social network and alumni network of +0.61. This correlation demonstrates:
subject: college_medicine
A: a false association.
B: the value of cultural capital.
C: a meritocracy. 
D: he value of social capital.",D,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1338,"A patient comes into the hospital after being bit by a dog who he stated was “acting crazy”. The wound is open and bleeding. Animal control captured the dog and said that it was foaming at the mouth and extremely aggressive. Suspecting a rabies infection, the patient is given a serum that contains rabies antibodies that were grown inside a horse. This is an example of what kind of immunity?
subject: college_medicine
A: Passive
B: Active
C: Artificial
D: Natural",A,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,"The World Systems Theory divides the world as a unit into three subcategories: core countries, periphery countries, and semi-periphery countries. Which of the following answers correlates best with semi-periphery countries?
subject: college_medicine
A: An economy centralized around one natural resource.
B: A diversified and developed economy.
C: Small percentage of very high class individuals.
D: Strong central government.",B,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1340,"Kinase reactions:
subject: college_medicine
A: involve the addition or removal of an amino acid to a polypeptide chain.
B: inhibit ATP breakdown.
C: involve the addition or removal of a phosphate group.
D: involve the addition or removal of a ketone group.",C,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,"The main fate of lactate that leaves muscle and enters the circulation is:
subject: college_medicine
A: conversion to glucose in the heart.
B: excretion via the kidneys.
C: conversion to urea in the liver.
D: uptake and oxidation by other tissues.",D,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1342,"The ATP store in muscle can only supply energy in high intensity exercise for about:
subject: college_medicine
A: 10 seconds.
B: 2 seconds.
C: 20 seconds.
D: 2 milliseconds.",B,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1343,"Glycogen breakdown in exercising muscle is activated by:
subject: college_medicine
A: increased pH.
B: cortisol.
C: none of the above.
D: insulin.",C,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1344,"According to attachment theory, which of the following children is most likely to attach to a male psychologist, previously unknown to the child, in the course of a psychological study?
subject: college_medicine
A: A two month old female infant raised in a safe, stable environment
B: A five month old male infant raised in a safe, stable environment
C: A thirteen month old female infant raised by two caregivers who occasionally neglect the child
D: An eight month old male infant raised by a single caregiver who frequently neglect the child",A,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1345,"Creatine is synthesized from:
subject: college_medicine
A: amino acids in the liver.
B: creatinine in the kidneys.
C: amino acids in the kidneys.
D: amino acids in the muscles.",A,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1346,"The hypothalamus controls the stress response of the body by releasing CRF, which leads to eventual release of cortisol, the body’s stress hormone, systemically. This trigger is eventually suppressed by which mechanism?
subject: college_medicine
A: Negative feedback loop of cortisol.
B: Constriction of blood flow to the adrenal gland.
C: Exhaustion of the body’s store of CRF.
D: Release of CRF-inhibitory factor.",A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1347,"A local politician starts a task force to reduce prejudice and hate crimes, and the task force provides recommendations for increased access to education, paid community improvement projects open to people from different, possibly conflicted, groups, and stricter anti-hate ordinances to be passed at the local level. These recommendations are based on:
I. Self-esteem hypothesis
II. Contact hypothesis
III. Hypothesis
IV. Legal hypothesis
subject: college_medicine
A: I, II, and IV
B: I, III, and IV
C: I, II, and III
D: II, III, and IV",A,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1348,"The energy for all forms of muscle contraction is provided by:
subject: college_medicine
A: ATP.
B: oxidative phosphorylation.
C: ADP.
D: phosphocreatine.",A,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1349,"How can several different proteins be produced from the same gene?
subject: college_medicine
A: By splicing of the mRNA molecule after it has been formed from the primary transcript.
B: By doubling or tripling the length of the mRNA molecule produced from the primary transcript.
C: By selective transcription of different parts of the DNA in the gene.
D: The primary transcripts of many genes can be spliced in various ways to produce different mRNAs, a process known as alternative RNA splicing.",D,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,"Phosphocreatine in the muscle cell is found in:
subject: college_medicine
A: the mitochondria.
B: the sarcolemma.
C: the cytoplasm.
D: all subcellular compartments.",C,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1351,"A scientist using mouse models to determine the response of blood hormones to large levels of glucose in the body discovers a new hormone not previously described. According to his data, this hormone is found both inside and out of cells when carrying out its function, increase the amount of nucleic acid in the cell while functioning, and are derived from a structure containing four hydroxycarbon rings. This will likely be categorized as which type of hormone?
subject: college_medicine
A: Amino acid
B: Enzymatic
C: Steroid
D: Peptide",C,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1352,"The coding sequences of genes are called:
subject: college_medicine
A: introns.
B: codons.
C: extrons.
D: exons.",D,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1353,"Each of the following is an example of the transmission of knowledge through symbolic culture EXCEPT:
I. A young macaque monkey learning to rinse off food in the ocean from an older monkey, even when the food is not covered in dirt or sand.
II. A child learning the rules of baseball from a parent.
III. A new group of inductees in a military organization experiencing hazing rituals from older students, which they then later carry out on new recruits.
subject: college_medicine
A: II and III only
B: III only
C: I and III only
D: I only",D,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1354,"One of the many reasons that the eukaryotic cell can possess so much information in its DNA is the ability to condense coding regions when they are not being expressed. When acting on DNA, which of the following processes will usually lead to a decrease in gene expression?
subject: college_medicine
A: Increase in methylation activity
B: Decrease in histone deacetyltransferase activity
C: Increased histone acetyltransferase activity
D: Increase in heterochromatin:euchromatin ratio",A,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1355,"Anaerobic metabolism refers to the generation of ATP:
subject: college_medicine
A: without the involvement of ADP.
B: without the use of glycogen.
C: without the use of oxygen.
D: in the absence of available oxygen.",C,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1356,"Which of the following molecules does not form part of DNA?
subject: college_medicine
A: Pyrimidine
B: Purine
C: Deoxyribose
D: Amino acid",D,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,"How many electrons does gold (Au) possess that have a quantum number l = 2?
subject: college_medicine
A: 9
B: 79
C: 23
D: 29",D,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
